epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
282,15515.7,0.47333,0.32677,0.92215,0.97037,0.92462,0.94568,0.88116,0.39482,0.28,0.83032,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,15571.3,0.45556,0.32599,0.91479,0.97089,0.92409,0.94561,0.88162,0.39422,0.28008,0.83046,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,15626.6,0.46129,0.32008,0.91963,0.96993,0.92547,0.94572,0.88068,0.39375,0.27971,0.83042,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,15681.8,0.45898,0.31843,0.91466,0.96855,0.92565,0.94587,0.8804,0.39316,0.27956,0.83024,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,15737.3,0.45767,0.31591,0.91698,0.97152,0.92286,0.94592,0.88115,0.39254,0.28033,0.83035,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,15792.4,0.46341,0.31738,0.91516,0.97001,0.92353,0.9487,0.88269,0.39194,0.27935,0.83008,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,15847.8,0.45904,0.32023,0.91781,0.97127,0.92386,0.94891,0.88219,0.39149,0.27904,0.8301,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,15903.1,0.45471,0.31665,0.91269,0.97198,0.92386,0.94594,0.8822,0.391,0.27852,0.82966,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,15958,0.45528,0.32172,0.91405,0.9721,0.92353,0.9459,0.88161,0.3907,0.27832,0.82955,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,16015.2,0.34321,0.22351,0.8473,0.9727,0.9234,0.94583,0.88149,0.39051,0.2783,0.82978,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,16070.3,0.33593,0.21985,0.84233,0.97277,0.92319,0.94577,0.88113,0.39075,0.27875,0.82994,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,16124.7,0.33134,0.2174,0.84213,0.97326,0.9232,0.94588,0.88161,0.39037,0.2791,0.82999,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,16179.5,0.32159,0.21423,0.83804,0.97999,0.91717,0.94588,0.88156,0.39038,0.27901,0.83004,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,16234.3,0.31776,0.2117,0.84257,0.98056,0.91651,0.94591,0.88186,0.39027,0.27848,0.83022,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,16289.1,0.31648,0.2079,0.83497,0.98117,0.91642,0.94591,0.88156,0.39034,0.27816,0.83042,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,16343.9,0.30727,0.2045,0.83409,0.9811,0.91645,0.94592,0.88121,0.3905,0.27847,0.83053,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,16398.5,0.31232,0.20464,0.83632,0.98104,0.9163,0.94591,0.88106,0.39056,0.27787,0.83062,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,16453.1,0.30579,0.20434,0.83198,0.98058,0.91664,0.94598,0.88195,0.39072,0.27825,0.83091,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,16508.1,0.30918,0.20309,0.83511,0.97768,0.91935,0.94599,0.88224,0.39033,0.27847,0.83091,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
